1581435284.539;0.000;0;1844;4230;1989;4000
1581435284.593;0.054;1;1982;4524;1977;4000
1581435284.653;0.114;2;2113;4100;1966;4000
1581435284.714;0.175;3;2033;4181;1954;3999
1581435284.773;0.234;4;2164;4289;1943;3999
1581435284.840;0.301;5;1773;4257;1931;3999
1581435284.907;0.368;6;1928;4240;1920;3998
1581435284.960;0.421;7;2112;4380;1909;3998
1581435285.027;0.488;8;1853;4331;1897;3997
1581435285.090;0.551;9;1971;4107;1886;3997
1581435285.156;0.617;10;2008;4275;1874;3996
1581435285.220;0.681;11;1802;4280;1863;3995
1581435285.284;0.745;12;1676;4180;1852;3994
1581435285.346;0.807;13;1919;4020;1840;3994
1581435285.406;0.867;14;2009;4236;1829;3993
1581435285.472;0.933;15;1710;3893;1817;3992
1581435285.538;0.999;16;1669;4204;1806;3991
1581435285.602;1.063;17;1920;4158;1795;3989
1581435285.660;1.121;18;1660;4106;1783;3988
1581435285.722;1.183;19;1967;4034;1772;3987
1581435285.784;1.245;20;1640;4304;1761;3986
1581435285.845;1.306;21;1917;4185;1749;3984
1581435285.907;1.368;22;1850;4118;1738;3983
1581435285.967;1.428;23;1809;4096;1727;3981
1581435286.033;1.494;24;1861;4334;1715;3980
1581435286.096;1.557;25;1850;4044;1704;3978
1581435286.164;1.625;26;1589;4142;1693;3976
1581435286.233;1.694;27;1629;4100;1681;3974
1581435286.302;1.763;28;1885;4240;1670;3973
1581435286.369;1.830;29;1616;4160;1659;3971
1581435286.432;1.893;30;1701;4059;1648;3969
1581435286.494;1.955;31;1547;3964;1636;3967
1581435286.555;2.016;32;1734;4067;1625;3965
1581435286.621;2.082;33;1646;4213;1614;3962
1581435286.680;2.141;34;1534;4067;1603;3960
1581435286.748;2.209;35;1713;4103;1592;3958
1581435286.812;2.273;36;1536;4285;1580;3955
1581435286.873;2.334;37;1630;4367;1569;3953
1581435286.935;2.396;38;1647;4269;1558;3951
1581435287.001;2.462;39;1539;4101;1547;3948
1581435287.068;2.529;40;1653;4235;1536;3945
1581435287.132;2.593;41;1411;4268;1525;3943
1581435287.195;2.656;42;1458;3975;1514;3940
1581435287.265;2.726;43;1756;4218;1503;3937
1581435287.333;2.794;44;1436;4335;1492;3934
1581435287.398;2.859;45;1502;4104;1481;3931
1581435287.463;2.924;46;1396;3940;1469;3928
1581435287.534;2.995;47;1685;4310;1458;3925
1581435287.596;3.057;48;1325;4182;1448;3922
1581435287.657;3.118;49;1387;3997;1437;3919
1581435287.725;3.186;50;1600;4171;1426;3916
1581435287.795;3.256;51;1490;4114;1415;3912
1581435287.863;3.324;52;1378;4225;1404;3909
1581435287.927;3.388;53;1470;4257;1393;3906
1581435287.988;3.449;54;1388;4060;1382;3902
1581435288.058;3.519;55;1387;4168;1371;3899
1581435288.113;3.574;56;1451;4249;1360;3895
1581435288.173;3.634;57;1335;3938;1349;3891
1581435288.240;3.701;58;1412;3868;1339;3887
1581435288.307;3.768;59;1236;3977;1328;3884
1581435288.367;3.828;60;1311;3966;1317;3880
1581435288.434;3.895;61;1336;4189;1306;3876
1581435288.541;4.002;62;1437;4029;1296;3872
1581435288.605;4.066;63;1383;3832;1285;3868
1581435288.663;4.124;64;1473;3838;1274;3864
1581435288.720;4.181;65;1518;4006;1264;3860
1581435288.783;4.244;66;1305;2471;1253;3855
1581435288.850;4.311;67;1643;4106;1243;3851
1581435288.918;4.379;68;1279;4110;1232;3847
1581435288.984;4.445;69;1026;4043;1221;3842
1581435289.052;4.513;70;1286;3968;1211;3838
1581435289.123;4.584;71;935;2878;1200;3833
1581435289.180;4.641;72;1090;3908;1190;3829
1581435289.247;4.708;73;1042;3869;1180;3824
1581435289.314;4.775;74;1036;3805;1169;3819
1581435289.381;4.842;75;1013;3732;1159;3814
1581435289.455;4.916;76;1399;4027;1148;3810
1581435289.522;4.983;77;1326;3992;1138;3805
1581435289.583;5.044;78;1169;4070;1128;3800
1581435289.648;5.109;79;1078;4130;1118;3795
1581435289.710;5.171;80;1073;3873;1107;3790
1581435289.771;5.232;81;1358;3872;1097;3785
1581435289.834;5.295;82;1277;3784;1087;3779
1581435289.900;5.361;83;1018;3987;1077;3774
1581435289.965;5.426;84;1273;3827;1067;3769
1581435290.026;5.487;85;1370;3726;1057;3764
1581435290.087;5.548;86;1236;4041;1047;3758
1581435290.141;5.602;87;1333;3888;1036;3753
1581435290.205;5.666;88;1084;4025;1026;3747
1581435290.265;5.726;89;1155;3791;1017;3741
1581435290.326;5.787;90;920;3970;1007;3736
1581435290.385;5.846;91;1200;3857;997;3730
1581435290.446;5.907;92;990;3961;987;3724
1581435290.509;5.970;93;1159;3854;977;3719
1581435290.575;6.036;94;1065;3784;967;3713
1581435290.642;6.103;95;1014;3912;957;3707
1581435290.704;6.165;96;989;3768;948;3701
1581435290.774;6.235;97;972;3708;938;3695
1581435290.837;6.298;98;1115;3799;928;3689
1581435290.900;6.361;99;979;3729;919;3683
1581435290.960;6.421;100;779;3813;909;3676
1581435291.021;6.482;101;776;3616;900;3670
1581435291.088;6.549;102;718;3795;890;3664
1581435291.143;6.604;103;958;3531;881;3657
1581435291.210;6.671;104;637;3667;871;3651
1581435291.280;6.741;105;633;3708;862;3644
1581435291.345;6.806;106;957;3400;852;3638
1581435291.412;6.873;107;746;3533;843;3631
1581435291.483;6.944;108;812;3634;834;3625
1581435291.550;7.011;109;925;3732;824;3618
1581435291.615;7.076;110;791;3731;815;3611
1581435291.682;7.143;111;709;3658;806;3604
1581435291.752;7.213;112;596;3677;797;3598
1581435291.821;7.282;113;825;3584;788;3591
1581435291.873;7.334;114;815;3444;779;3584
1581435291.940;7.401;115;751;3376;770;3577
1581435292.011;7.472;116;607;3552;761;3570
1581435292.085;7.546;117;545;3555;752;3563
1581435292.171;7.632;118;473;3359;743;3555
1581435292.238;7.699;119;635;3590;734;3548
1581435292.335;7.796;120;485;3517;725;3541
1581435292.400;7.861;121;709;3593;716;3534
1581435292.474;7.935;122;568;3467;708;3526
1581435292.545;8.006;123;609;3506;699;3519
1581435292.625;8.086;124;659;3358;690;3511
1581435292.694;8.155;125;570;3292;682;3504
1581435292.766;8.227;126;547;3271;673;3496
1581435292.833;8.294;127;431;3425;665;3489
1581435292.901;8.362;128;378;3479;656;3481
1581435292.971;8.432;129;326;3437;648;3473
1581435293.040;8.501;130;177;3098;639;3466
1581435293.117;8.578;131;216;3251;631;3458
1581435293.183;8.644;132;491;3151;623;3450
1581435293.249;8.710;133;414;3443;614;3442
1581435293.338;8.799;134;158;3387;606;3434
1581435293.406;8.867;135;306;3182;598;3426
1581435293.478;8.939;136;27;3074;590;3418
1581435293.543;9.004;137;435;3304;582;3410
1581435293.613;9.074;138;687;3350;574;3402
1581435293.682;9.143;139;662;3140;566;3394
1581435293.746;9.207;140;466;3357;558;3386
1581435293.818;9.279;141;194;2997;550;3377
1581435293.907;9.368;142;256;3258;542;3369
1581435293.974;9.435;143;317;3349;534;3361
1581435294.044;9.505;144;304;3112;527;3352
1581435294.151;9.612;145;205;3011;519;3344
1581435294.221;9.682;146;93;3182;511;3335
1581435294.295;9.756;147;321;2967;504;3327
1581435294.431;9.892;148;113;3369;489;3310
1581435294.494;9.955;149;105;3059;481;3301
1581435294.554;10.015;150;522;3117;474;3292
1581435294.614;10.075;151;-104;3250;466;3284
1581435294.681;10.142;152;141;3020;459;3275
1581435294.757;10.218;153;-5;3147;452;3266
1581435294.831;10.292;154;105;3324;445;3257
1581435294.898;10.359;155;336;3091;437;3248
1581435294.966;10.427;156;161;2953;430;3239
1581435295.028;10.489;157;-53;3055;423;3230
1581435295.111;10.572;158;3;2967;416;3221
1581435295.176;10.637;159;-65;3123;409;3212
1581435295.244;10.705;160;102;3073;402;3203
1581435295.316;10.777;161;285;2963;396;3194
1581435295.384;10.845;162;134;2937;389;3185
1581435295.462;10.923;163;160;2961;382;3176
1581435295.533;10.994;164;-90;3067;375;3166
1581435295.602;11.063;165;-185;3029;369;3157
1581435295.687;11.148;166;131;2974;362;3148
1581435295.751;11.212;167;-115;2533;356;3138
1581435295.823;11.284;168;-20;2900;349;3129
1581435295.897;11.358;169;108;3085;343;3119
1581435295.967;11.428;170;6;2704;336;3110
1581435296.034;11.495;171;86;2727;330;3100
1581435296.111;11.572;172;-208;2947;324;3091
1581435296.182;11.643;173;-119;2994;317;3081
1581435296.248;11.709;174;19;2830;311;3072
1581435296.321;11.782;175;-139;2921;305;3062
1581435296.391;11.852;176;31;2928;299;3052
1581435296.460;11.921;177;-64;2990;293;3043
1581435296.538;11.999;178;-299;2788;287;3033
1581435296.609;12.070;179;-225;2925;281;3023
1581435296.677;12.138;180;-10;2936;276;3013
1581435296.765;12.226;181;-136;2710;270;3003
1581435296.849;12.310;182;-133;2609;264;2993
1581435296.929;12.390;183;-300;2993;259;2983
1581435296.995;12.456;184;-205;2777;253;2974
1581435297.069;12.530;185;-292;2973;247;2964
1581435297.144;12.605;186;-119;2940;242;2953
1581435297.211;12.672;187;-44;2618;236;2943
1581435297.311;12.772;188;-316;2948;231;2933
1581435297.379;12.840;189;-98;2806;226;2923
1581435297.454;12.915;190;-239;2689;221;2913
1581435297.526;12.987;191;-166;2699;215;2903
1581435297.596;13.057;192;-354;2938;210;2893
1581435297.665;13.126;193;-354;2862;205;2882
1581435297.736;13.197;194;-89;2953;200;2872
1581435297.811;13.272;195;-169;2734;195;2862
1581435297.881;13.342;196;-411;2912;190;2852
1581435297.953;13.414;197;-125;2588;186;2841
1581435298.022;13.483;198;-281;2834;181;2831
1581435298.098;13.559;199;-270;2673;176;2820
1581435298.165;13.626;200;-261;2468;171;2810
1581435298.231;13.692;201;-248;2520;167;2800
1581435298.303;13.764;202;-159;2449;162;2789
1581435298.375;13.836;203;-162;2616;158;2779
1581435298.449;13.910;204;-313;2638;153;2768
1581435298.511;13.972;205;-194;2433;149;2757
1581435298.580;14.041;206;-62;2572;145;2747
1581435298.647;14.108;207;-101;2870;140;2736
1581435298.711;14.172;208;-168;2645;136;2726
1581435298.782;14.243;209;-398;2476;132;2715
