1581435284.479;0.000;0;2222;4042;2000.00;4000.00
1581435284.539;0.060;1;2202;4102;1988.58;3999.97
1581435284.593;0.114;2;2157;4235;1977.15;3999.87
1581435284.653;0.174;3;2167;4333;1965.73;3999.71
1581435284.714;0.235;4;1827;3972;1954.31;3999.48
1581435284.773;0.294;5;2092;3997;1942.89;3999.18
1581435284.840;0.361;6;1818;3993;1931.47;3998.83
1581435284.907;0.428;7;1977;4229;1920.05;3998.40
1581435284.960;0.481;8;1912;4170;1908.64;3997.91
1581435285.027;0.548;9;2072;4559;1897.23;3997.36
1581435285.090;0.611;10;1965;4478;1885.82;3996.74
1581435285.156;0.677;11;1590;4455;1874.42;3996.05
1581435285.220;0.741;12;1908;4058;1863.02;3995.30
1581435285.284;0.805;13;1731;2734;1851.62;3994.49
1581435285.346;0.867;14;1698;4042;1840.23;3993.61
1581435285.406;0.927;15;1939;4257;1828.85;3992.66
1581435285.472;0.993;16;2041;4035;1817.47;3991.65
1581435285.538;1.059;17;1816;4294;1806.10;3990.58
1581435285.602;1.123;18;1418;2607;1794.73;3989.44
1581435285.660;1.181;19;2049;4254;1783.37;3988.23
1581435285.722;1.243;20;1413;2956;1772.02;3986.96
1581435285.784;1.305;21;1780;4977;1760.67;3985.63
1581435285.845;1.366;22;1912;4295;1749.33;3984.23
1581435285.907;1.428;23;1538;4458;1738.00;3982.77
1581435285.967;1.488;24;1637;4441;1726.68;3981.24
1581435286.033;1.554;25;1333;4328;1715.37;3979.64
1581435286.096;1.617;26;1425;4535;1704.07;3977.98
1581435286.164;1.685;27;1606;4294;1692.77;3976.26
1581435286.233;1.754;28;1656;4309;1681.49;3974.48
1581435286.302;1.823;29;1699;4186;1670.22;3972.62
1581435286.369;1.890;30;1629;4212;1658.96;3970.71
1581435286.432;1.953;31;1579;4201;1647.70;3968.73
1581435286.494;2.015;32;1588;4229;1636.47;3966.68
1581435286.555;2.076;33;1527;4074;1625.24;3964.57
1581435286.621;2.142;34;1952;4267;1614.02;3962.40
1581435286.680;2.201;35;1691;3954;1602.82;3960.17
1581435286.748;2.269;36;1552;3979;1591.63;3957.86
1581435286.812;2.333;37;1779;3888;1580.45;3955.50
1581435286.873;2.394;38;1455;3992;1569.29;3953.07
1581435286.935;2.456;39;1663;4193;1558.14;3950.58
1581435287.001;2.522;40;1736;4075;1547.01;3948.02
1581435287.068;2.589;41;1755;4278;1535.89;3945.40
1581435287.132;2.653;42;1615;4188;1524.78;3942.72
1581435287.195;2.716;43;1747;4156;1513.69;3939.98
1581435287.265;2.786;44;1816;3995;1502.62;3937.17
1581435287.333;2.854;45;1498;4082;1491.56;3934.29
1581435287.398;2.919;46;1703;3945;1480.52;3931.36
1581435287.463;2.984;47;1659;4276;1469.50;3928.36
1581435287.534;3.055;48;1716;3947;1458.49;3925.30
1581435287.596;3.117;49;1331;3980;1447.51;3922.17
1581435287.657;3.178;50;1409;3953;1436.53;3918.99
1581435287.725;3.246;51;1494;4146;1425.58;3915.74
1581435287.795;3.316;52;1585;4295;1414.65;3912.42
1581435287.863;3.384;53;1365;4247;1403.74;3909.05
1581435287.927;3.448;54;1313;4273;1392.84;3905.61
1581435287.988;3.509;55;1225;4094;1381.97;3902.11
1581435288.058;3.579;56;864;2465;1371.11;3898.55
1581435288.113;3.634;57;1715;4018;1360.28;3894.93
1581435288.173;3.694;58;1344;4162;1349.46;3891.24
1581435288.240;3.761;59;1604;4044;1338.67;3887.50
1581435288.307;3.828;60;1441;3980;1327.90;3883.69
1581435288.367;3.888;61;1389;3967;1317.15;3879.82
1581435288.434;3.955;62;689;2419;1306.43;3875.89
1581435288.541;4.062;63;1156;4211;1285.04;3867.84
1581435288.605;4.126;64;1369;4239;1274.38;3863.73
1581435288.663;4.184;65;1349;3888;1263.75;3859.55
1581435288.720;4.241;66;1258;4175;1253.14;3855.32
1581435288.783;4.304;67;1273;4260;1242.56;3851.02
1581435288.850;4.371;68;1535;3873;1232.00;3846.66
1581435288.918;4.439;69;1197;3943;1221.46;3842.25
1581435288.984;4.505;70;1344;4194;1210.95;3837.77
1581435289.052;4.573;71;1152;4133;1200.47;3833.23
1581435289.123;4.644;72;1179;4026;1190.01;3828.64
1581435289.180;4.701;73;1296;3954;1179.58;3823.98
1581435289.247;4.768;74;1234;4148;1169.17;3819.26
1581435289.314;4.835;75;1309;3966;1158.79;3814.49
1581435289.381;4.902;76;1453;3995;1148.44;3809.65
