1581435284.479;0.000;0;2006;4151;2000.00;4000.00
1581435284.539;0.060;1;2195;4262;1988.58;3999.97
1581435284.593;0.114;2;2146;4282;1977.15;3999.87
1581435284.653;0.174;3;2075;4099;1965.73;3999.71
1581435284.714;0.235;4;1967;4110;1954.31;3999.48
1581435284.773;0.294;5;2082;4094;1942.89;3999.18
1581435284.840;0.361;6;1991;4220;1931.47;3998.83
1581435284.907;0.428;7;1865;4388;1920.05;3998.40
1581435284.960;0.481;8;2096;4162;1908.64;3997.91
1581435285.027;0.548;9;2080;4527;1897.23;3997.36
1581435285.090;0.611;10;1791;4553;1885.82;3996.74
1581435285.156;0.677;11;1708;4353;1874.42;3996.05
1581435285.220;0.741;12;1666;4322;1863.02;3995.30
1581435285.284;0.805;13;1779;2836;1851.62;3994.49
1581435285.346;0.867;14;1905;3997;1840.23;3993.61
1581435285.406;0.927;15;1797;4362;1828.85;3992.66
1581435285.472;0.993;16;1981;3980;1817.47;3991.65
1581435285.538;1.059;17;1955;4222;1806.10;3990.58
1581435285.602;1.123;18;1710;2581;1794.73;3989.44
1581435285.660;1.181;19;2022;4209;1783.37;3988.23
1581435285.722;1.243;20;1795;2725;1772.02;3986.96
1581435285.784;1.305;21;1675;4742;1760.67;3985.63
1581435285.845;1.366;22;1634;4169;1749.33;3984.23
1581435285.907;1.428;23;1793;4526;1738.00;3982.77
1581435285.967;1.488;24;1469;4613;1726.68;3981.24
1581435286.033;1.554;25;1239;4257;1715.37;3979.64
1581435286.096;1.617;26;1642;4659;1704.07;3977.98
1581435286.164;1.685;27;1587;4377;1692.77;3976.26
1581435286.233;1.754;28;1712;4202;1681.49;3974.48
1581435286.302;1.823;29;1787;4254;1670.22;3972.62
1581435286.369;1.890;30;1889;4320;1658.96;3970.71
1581435286.432;1.953;31;1727;4119;1647.70;3968.73
1581435286.494;2.015;32;1496;4191;1636.47;3966.68
1581435286.555;2.076;33;1701;4291;1625.24;3964.57
1581435286.621;2.142;34;1695;3905;1614.02;3962.40
1581435286.680;2.201;35;1503;3983;1602.82;3960.17
1581435286.748;2.269;36;1425;4301;1591.63;3957.86
