1581435284.539;0.000;0;1945;4242;1989;4000
1581435284.593;0.054;1;1877;4420;1977;4000
1581435284.653;0.114;2;1953;4165;1966;4000
1581435284.714;0.175;3;2167;3997;1954;3999
1581435284.773;0.234;4;1930;4138;1943;3999
1581435284.840;0.301;5;2039;4215;1931;3999
1581435284.907;0.368;6;1876;4272;1920;3998
1581435284.960;0.421;7;2153;4168;1909;3998
1581435285.027;0.488;8;2011;4262;1897;3997
1581435285.090;0.551;9;1788;4062;1886;3997
1581435285.156;0.617;10;2165;3998;1874;3996
1581435285.220;0.681;11;1998;4099;1863;3995
1581435285.284;0.745;12;1729;4121;1852;3994
1581435285.346;0.807;13;1985;4127;1840;3994
1581435285.406;0.867;14;1929;4305;1829;3993
1581435285.472;0.933;15;1811;4005;1817;3992
1581435285.538;0.999;16;1981;4041;1806;3991
1581435285.602;1.063;17;1971;4097;1795;3989
1581435285.660;1.121;18;1788;4140;1783;3988
1581435285.722;1.183;19;1915;4272;1772;3987
1581435285.784;1.245;20;1798;4369;1761;3986
1581435285.845;1.306;21;1944;4336;1749;3984
1581435285.907;1.368;22;1841;4233;1738;3983
1581435285.967;1.428;23;1686;4061;1727;3981
1581435286.033;1.494;24;1882;4134;1715;3980
1581435286.096;1.557;25;1810;4198;1704;3978
1581435286.164;1.625;26;1594;3943;1693;3976
1581435286.233;1.694;27;1800;4226;1681;3974
1581435286.302;1.763;28;1669;4255;1670;3973
1581435286.369;1.830;29;1676;4153;1659;3971
1581435286.432;1.893;30;1623;4263;1648;3969
1581435286.494;1.955;31;1793;4009;1636;3967
1581435286.555;2.016;32;1736;4009;1625;3965
1581435286.621;2.082;33;1472;4214;1614;3962
1581435286.680;2.141;34;1652;4265;1603;3960
1581435286.748;2.209;35;1340;4160;1592;3958
1581435286.812;2.273;36;1804;4164;1580;3955
1581435286.873;2.334;37;1703;4387;1569;3953
1581435286.935;2.396;38;1716;4198;1558;3951
1581435287.001;2.462;39;1517;4087;1547;3948
1581435287.068;2.529;40;1489;4261;1536;3945
1581435287.132;2.593;41;1710;4012;1525;3943
1581435287.195;2.656;42;1508;4029;1514;3940
1581435287.265;2.726;43;1724;4076;1503;3937
1581435287.333;2.794;44;1398;4091;1492;3934
