0.000;2071;4075;2000.00;4000.00
0.060;2012;4228;1988.58;3999.97
0.114;2064;4109;1977.15;3999.87
0.174;2063;4160;1965.73;3999.71
0.235;2023;4149;1954.31;3999.48
0.294;2013;4186;1942.89;3999.18
0.361;1994;4137;1931.47;3998.83
0.428;1930;4210;1920.05;3998.40
0.481;1944;4264;1908.64;3997.91
0.548;1893;4391;1897.23;3997.36
0.611;1801;4389;1885.82;3996.74
0.677;1770;4422;1874.42;3996.05
0.741;1837;4225;1863.02;3995.30
0.805;1637;2863;1851.62;3994.49
0.867;1752;4119;1840.23;3993.61
0.927;1871;4178;1828.85;3992.66
0.993;1869;4145;1817.47;3991.65
1.059;1815;4185;1806.10;3990.58
1.123;1605;2779;1794.73;3989.44
1.181;1852;4164;1783.37;3988.23
1.243;1595;2763;1772.02;3986.96
1.305;1771;4874;1760.67;3985.63
1.366;1740;4320;1749.33;3984.23
1.428;1618;4419;1738.00;3982.77
1.488;1537;4519;1726.68;3981.24
1.554;1349;4376;1715.37;3979.64
1.617;1575;4507;1704.07;3977.98
1.685;1707;4230;1692.77;3976.26
1.754;1717;4274;1681.49;3974.48
1.823;1741;4195;1670.22;3972.62
1.890;1756;4191;1658.96;3970.71
1.953;1735;4145;1647.70;3968.73
2.015;1677;4115;1636.47;3966.68
2.076;1701;4122;1625.24;3964.57
2.142;1839;4104;1614.02;3962.40
2.201;1668;4130;1602.82;3960.17
2.269;1601;4110;1591.63;3957.86
2.333;1620;4072;1580.45;3955.50
2.394;1573;4142;1569.29;3953.07
2.456;1622;4107;1558.14;3950.58
2.522;1650;4152;1547.01;3948.02
2.589;1646;4130;1535.89;3945.40
2.653;1664;4148;1524.78;3942.72
2.716;1664;4109;1513.69;3939.98
2.786;1633;4121;1502.62;3937.17
2.854;1596;4114;1491.56;3934.29
2.919;1603;4129;1480.52;3931.36
2.984;1564;4141;1469.50;3928.36
3.055;1552;4146;1458.49;3925.30
3.117;1528;4149;1447.51;3922.17
3.178;1531;4114;1436.53;3918.99
3.246;1492;4139;1425.58;3915.74
3.316;1459;4159;1414.65;3912.42
3.384;1432;4128;1403.74;3909.05
3.448;1297;4103;1392.84;3905.61
3.509;1315;4226;1381.97;3902.11
3.579;958;2633;1371.11;3898.55
3.634;1523;4144;1360.28;3894.93
3.694;1366;4110;1349.46;3891.24
3.761;1539;4134;1338.67;3887.50
3.828;1447;4091;1327.90;3883.69
3.888;1289;4106;1317.15;3879.82
3.955;859;2546;1306.43;3875.89
4.062;1289;4087;1285.04;3867.84
4.126;1325;4132;1274.38;3863.73
4.184;1526;4081;1263.75;3859.55
4.241;1401;4066;1253.14;3855.32
4.304;1346;4110;1242.56;3851.02
4.371;1398;4064;1232.00;3846.66
4.439;1386;4094;1221.46;3842.25
4.505;1391;4119;1210.95;3837.77
4.573;1344;4013;1200.47;3833.23
4.644;1180;3978;1190.01;3828.64
4.701;1297;4009;1179.58;3823.98
4.768;1337;3976;1169.17;3819.26
4.835;1368;4015;1158.79;3814.49
4.902;1411;4048;1148.44;3809.65
4.976;1417;4026;1138.12;3804.76
5.043;1140;3996;1127.82;3799.81
5.104;1233;4032;1117.56;3794.80
5.169;1251;4029;1107.32;3789.73
5.231;1255;3997;1097.11;3784.60
5.292;1225;3998;1086.93;3779.41
5.355;1178;3979;1076.78;3774.17
5.421;1198;3907;1066.67;3768.87
5.486;1224;3936;1056.58;3763.51
5.547;1197;3935;1046.52;3758.09
5.608;969;2844;1036.49;3752.61
5.662;1218;3917;1026.50;3747.08
5.726;1204;3921;1016.53;3741.49
5.786;1199;3940;1006.60;3735.85
5.847;1224;3883;996.70;3730.14
5.906;1198;3931;986.84;3724.38
5.967;963;3924;977.00;3718.57
6.030;1194;3981;967.21;3712.70
6.096;1173;3908;957.44;3706.77
6.163;1144;3873;947.71;3700.79
6.225;1172;3891;938.01;3694.75
6.295;1201;3892;928.35;3688.66
6.358;1202;3871;918.72;3682.51
6.421;1190;3857;909.13;3676.30
6.481;1207;3887;899.57;3670.05
6.542;1205;3879;890.05;3663.73
6.609;850;2741;880.56;3657.37
6.664;1010;3760;871.11;3650.94
6.731;808;3509;861.70;3644.47
6.801;766;3647;852.33;3637.94
6.866;743;3768;842.99;3631.36
6.933;853;3508;833.69;3624.72
7.004;863;3526;824.43;3618.03
7.071;888;3563;815.21;3611.29
7.136;854;3556;806.02;3604.50
7.203;845;3581;796.88;3597.65
7.273;830;3559;787.77;3590.75
7.342;618;3749;778.70;3583.80
7.394;773;3524;769.68;3576.80
7.461;752;3515;760.69;3569.75
7.532;697;3494;751.74;3562.64
7.606;472;2759;742.84;3555.49
7.692;447;2784;733.98;3548.28
7.759;681;3520;725.15;3541.03
7.856;659;3430;716.37;3533.72
7.921;632;3442;707.63;3526.36
7.995;620;3424;698.93;3518.96
8.066;611;3391;690.28;3511.50
8.146;563;3392;681.67;3503.99
8.215;609;3448;673.10;3496.44
8.287;577;3423;664.57;3488.83
8.354;603;3449;656.09;3481.18
8.422;578;3389;647.65;3473.48
8.492;547;3375;639.26;3465.73
8.561;569;3396;630.91;3457.94
8.638;561;3409;622.60;3450.09
8.704;518;3344;614.34;3442.20
8.770;429;3362;606.12;3434.26
8.859;887;3569;597.96;3426.28
8.927;520;3346;589.83;3418.25
8.999;409;3343;581.75;3410.17
9.064;516;3359;573.72;3402.04
9.134;543;3353;565.74;3393.88
9.203;495;3563;557.80;3385.66
9.267;623;3378;549.91;3377.40
9.339;587;3348;542.06;3369.09
9.428;548;3356;534.27;3360.74
9.495;477;3332;526.52;3352.35
9.565;508;3312;518.82;3343.91
9.672;479;3301;511.17;3335.43
9.742;452;3294;503.56;3326.90
9.816;407;3260;496.01;3318.33
9.883;339;3193;488.50;3309.72
9.952;534;3063;481.04;3301.07
10.015;639;3351;473.64;3292.37
10.075;721;3326;466.28;3283.63
10.135;553;3203;458.97;3274.85
10.202;575;3337;451.72;3266.02
10.278;579;3333;444.51;3257.16
10.352;375;3237;437.36;3248.26
10.419;630;3350;430.25;3239.31
10.487;155;3373;423.20;3230.32
10.549;184;3181;416.20;3221.30
10.632;106;3138;409.25;3212.23
10.697;172;3135;402.35;3203.12
10.765;404;3221;395.50;3193.98
10.837;69;3123;388.71;3184.79
10.905;86;3112;381.97;3175.57
10.983;158;3134;375.28;3166.31
11.054;149;3127;368.64;3157.01
11.123;211;3133;362.06;3147.67
11.208;470;3204;355.53;3138.30
11.272;219;3159;349.06;3128.89
11.344;200;3160;342.63;3119.44
11.418;200;3169;336.27;3109.95
11.488;203;3187;329.95;3100.43
11.555;173;3169;323.70;3090.87
11.632;155;3149;317.49;3081.28
11.703;153;3087;311.34;3071.65
11.769;183;3062;305.25;3061.99
11.842;132;3050;299.21;3052.29
11.912;154;3018;293.23;3042.56
11.981;108;3018;287.30;3032.79
12.059;125;3018;281.43;3023.00
12.130;96;2963;275.62;3013.16
12.198;89;2972;269.86;3003.30
12.286;97;2957;264.15;2993.40
12.370;57;2969;258.51;2983.47
12.450;29;2929;252.92;2973.50
12.516;10;2903;247.39;2963.51
12.590;-39;2905;241.91;2953.48
12.665;-36;2885;236.49;2943.42
12.732;24;2872;231.13;2933.33
12.832;-52;2880;225.83;2923.22
12.900;17;2886;220.59;2913.07
12.975;-12;2912;215.40;2902.89
13.047;-118;2907;210.27;2892.68
13.117;-89;2949;205.20;2882.44
13.186;-100;2937;200.19;2872.18
13.257;-97;2905;195.24;2861.88
13.332;-113;2906;190.35;2851.56
13.402;-110;2921;185.51;2841.21
13.474;-134;2921;180.74;2830.83
13.543;-116;2882;176.02;2820.42
13.619;-119;2891;171.36;2809.99
13.686;-83;2854;166.77;2799.53
13.752;-91;2816;162.23;2789.05
13.824;-87;2808;157.75;2778.54
13.896;-108;2803;153.34;2768.00
13.970;-106;2669;148.98;2757.44
14.032;-106;2798;144.68;2746.86
14.101;-109;2795;140.45;2736.25
14.168;-159;2780;136.27;2725.62
14.232;-143;2745;132.16;2714.96
14.303;-120;2729;128.10;2704.28
14.371;-170;2733;124.11;2693.57
14.438;24;2757;120.18;2682.85
14.502;-198;2748;116.31;2672.10
14.583;-207;2740;112.50;2661.33
14.668;-199;2710;108.76;2650.54
14.736;-238;2709;105.07;2639.72
14.809;-42;2676;101.45;2628.89
14.880;-236;2667;97.89;2618.03
14.953;-244;2683;94.39;2607.16
15.030;-257;2619;90.95;2596.26
15.098;-273;2614;87.58;2585.35
15.168;-263;2573;84.26;2574.42
15.234;-236;2494;81.01;2563.47
15.303;-224;2551;77.83;2552.49
15.370;-272;2577;74.70;2541.51
15.439;-270;2577;71.64;2530.50
15.509;-269;2539;68.64;2519.48
15.579;-225;2620;65.71;2508.44
15.656;-268;2600;62.83;2497.38
15.726;-227;2585;60.02;2486.31
15.800;-265;2580;57.28;2475.22
15.870;-246;2560;54.60;2464.11
15.938;-305;2574;51.98;2452.99
16.008;-310;2544;49.42;2441.86
16.084;-297;2505;46.93;2430.71
16.150;-354;2621;44.50;2419.55
16.214;-338;2487;42.14;2408.37
16.289;-308;2500;39.83;2397.18
16.363;-366;2497;37.60;2385.98
16.432;-150;2484;35.43;2374.76
16.502;7;2468;33.32;2363.53
16.573;19;2446;31.27;2352.30
16.647;-43;2464;29.29;2341.04
16.717;35;2416;27.38;2329.78
16.786;20;2410;25.52;2318.51
16.886;3;2196;23.74;2307.23
16.945;-120;2364;22.02;2295.93
17.016;-96;2426;20.36;2284.63
17.084;-146;2452;18.76;2273.32
17.152;-220;2309;17.23;2262.00
17.219;-237;2304;15.77;2250.67
17.285;-299;2314;14.37;2239.33
17.361;-274;2259;13.04;2227.98
17.433;-272;2443;11.77;2216.63
17.497;-273;2277;10.56;2205.27
17.566;-300;2251;9.42;2193.90
17.663;-271;2298;8.35;2182.53
17.756;-256;2299;7.34;2171.15
17.828;-319;2097;6.39;2159.77
17.900;-256;2167;5.51;2148.38
17.965;-284;2101;4.70;2136.98
18.036;-305;2118;3.95;2125.58
18.103;-255;2128;3.26;2114.18
18.176;-283;2095;2.64;2102.77
18.250;-213;2060;2.09;2091.36
18.321;-237;2045;1.60;2079.95
18.409;-272;2314;1.17;2068.53
18.486;-226;1971;0.82;2057.11
18.552;-186;2011;0.52;2045.69
18.626;-174;2060;0.29;2034.27
18.685;-83;2016;0.13;2022.85
18.753;-150;2042;0.03;2011.42
